Nr.	BLZ	BIC	Institut	Ort	RZ	Organisation	HBCI-Zugang DNS	HBCI- Zugang     IP-Adresse	HBCI-Version	DDV	RDH-1	RDH-2	RDH-3	RDH-4	RDH-5	RDH-6	RDH-7	RDH-8	RDH-9	RDH-10	RAH-7	RAH-9	RAH-10	PIN/TAN-Zugang URL	Version	Datum letzte Änderung
1634	48070050	DEUTDE3B481	Deutsche Bank	Herford	eigenes Rechenzentrum	BdB		193.150.167.7	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
1635	48070052	DEUTDE3B492	Deutsche Bank	Bünde	eigenes Rechenzentrum	BdB		193.150.167.7	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
1636	48250110	WELADED1LEM	Sparkasse Lemgo	Lemgo	Finanz Informatik GmbH & Co. KG	DSGV	banking-wl5.s-fints-pt-wl.de	nicht unterstützt	3.0	ja											ja			https://banking-wl5.s-fints-pt-wl.de/fints30	FinTS V3.0	7/9/16
1637	48291490	GENODEM1BSU	VB Bad Salzuflen eG	Bad Salzuflen	Fiducia & GAD IT AG	BVR	hbci.gad.de	nicht unterstützt	3.0								ja		ja	ja				https://hbci-pintan.gad.de/cgi-bin/hbciservlet	FinTS V3.0	5/22/13
1638	48291490	GENODEM1BSU	Volksbank Bad Salzuflen eG	Bad Salzuflen	Fiducia & GAD IT AG	BVR	hbci.gad.de	nicht unterstützt	3.0								ja		ja	ja				https://hbci-pintan.gad.de/cgi-bin/hbciservlet	FinTS V3.0	5/22/13
1639	49040043	COBADEFFXXX	Commerzbank	Minden	eigenes Rechenzentrum	BdB	hbci.commerzbank.de		3.0		ja	ja	ja		ja			ja	ja	ja						11/15/10
1640	49050101	WELADED1MIN	Sparkasse Minden-Lübbecke	Minden-Lübbecke	Finanz Informatik GmbH & Co. KG	DSGV	banking-wl2.s-fints-pt-wl.de	nicht unterstützt	3.0	ja											ja			https://banking-wl2.s-fints-pt-wl.de/fints30	FinTS V3.0	7/9/16
1641	49051065	WELADED1RHD	Stadtsparkasse Rahden	Rahden	Finanz Informatik GmbH & Co. KG	DSGV	banking-wl2.s-fints-pt-wl.de	nicht unterstützt	3.0	ja											ja			https://banking-wl2.s-fints-pt-wl.de/fints30	FinTS V3.0	7/9/16
1642	49051285	WELADED1OEH	Sparkasse Bad Oeynhausen-Porta Westfalica	Bad Oeynhausen	Finanz Informatik GmbH & Co. KG	DSGV	banking-wl2.s-fints-pt-wl.de	nicht unterstützt	3.0	ja											ja			https://banking-wl2.s-fints-pt-wl.de/fints30	FinTS V3.0	4/22/18
1643	49060127	GENODEM1MPW	Spadaka Minden-Porta Westfalica	Minden	Fiducia & GAD IT AG	BVR	hbci.gad.de	nicht unterstützt	3.0								ja		ja	ja				https://hbci-pintan.gad.de/cgi-bin/hbciservlet	FinTS V3.0	5/22/13
1644	49061510	GENODEM1EPW	Volksbank Eisbergen eG	Eisbergen	Fiducia & GAD IT AG	BVR	hbci.gad.de	nicht unterstützt	3.0								ja		ja	ja				https://hbci-pintan.gad.de/cgi-bin/hbciservlet	FinTS V3.0	5/22/13
1645	49070024	DEUTDEDB490	Deutsche Bank Privat und Geschäftskunden	Minden	eigenes Rechenzentrum	BdB		193.150.167.8	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
1646	49070024	DEUTDEDB490	Deutsche Bank Privat und Geschäftskunden	Bad Oeynhausen	eigenes Rechenzentrum	BdB		193.150.167.8	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
1647	49070024	DEUTDEDB490	Deutsche Bank Privat und Geschäftskunden	Espelkamp	eigenes Rechenzentrum	BdB		193.150.167.8	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
1648	49070024	DEUTDEDB490	Deutsche Bank Privat und Geschäftskunden	Löhne	eigenes Rechenzentrum	BdB		193.150.167.8	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
1649	49070024	DEUTDEDB490	Deutsche Bank Privat und Geschäftskunden	Lübbecke	eigenes Rechenzentrum	BdB		193.150.167.8	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
1650	49070028	DEUTDE3B490	Deutsche Bank	Minden	eigenes Rechenzentrum	BdB		193.150.167.7	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
1651	49070028	DEUTDE3B490	Deutsche Bank	Bad Oeynhausen	eigenes Rechenzentrum	BdB		193.150.167.7	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
1652	49070028	DEUTDE3B490	Deutsche Bank	Löhne	eigenes Rechenzentrum	BdB		193.150.167.7	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
1653	49070028	DEUTDE3B490	Deutsche Bank	Espelkamp	eigenes Rechenzentrum	BdB		193.150.167.7	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
1654	49070028	DEUTDE3B490	Deutsche Bank	Lübbecke	eigenes Rechenzentrum	BdB		193.150.167.7	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
1655	49092650	GENODEM1LUB	Volksbank Lübbecke eG	Lübbecke	Fiducia & GAD IT AG	BVR	hbci.gad.de	nicht unterstützt	3.0								ja		ja	ja				https://hbci-pintan.gad.de/cgi-bin/hbciservlet	FinTS V3.0	5/22/13
1656	49240096	COBADEFFXXX	Commerzbank	Bünde	eigenes Rechenzentrum	BdB	hbci.commerzbank.de		3.0		ja	ja	ja		ja			ja	ja	ja						11/15/10
1657	49240096	COBADEFFXXX	Commerzbank	Lübbecke	eigenes Rechenzentrum	BdB	hbci.commerzbank.de		3.0		ja	ja	ja		ja			ja	ja	ja						11/15/10
1658	49262364	GENODEM1SNA	Volksbank Schnathorst eG	Schnathorst	Fiducia & GAD IT AG	BVR	hbci.gad.de	nicht unterstützt	3.0								ja		ja	ja				https://hbci-pintan.gad.de/cgi-bin/hbciservlet	FinTS V3.0	5/22/13
1659	49440043	COBADEFFXXX	Commerzbank	Bad Oeynhausen	eigenes Rechenzentrum	BdB	hbci.commerzbank.de		3.0		ja	ja	ja		ja			ja	ja	ja						11/15/10
1660	49440043	COBADEFFXXX	Commerzbank	Herford	eigenes Rechenzentrum	BdB	hbci.commerzbank.de		3.0		ja	ja	ja		ja			ja	ja	ja						11/15/10
1661	49450120	WLAHDE44XXX	Sparkasse Herford	Herford	Finanz Informatik GmbH & Co. KG	DSGV	banking-wl3.s-fints-pt-wl.de	nicht unterstützt	3.0	ja											ja			https://banking-wl3.s-fints-pt-wl.de/fints30	FinTS V3.0	7/9/16
1662	49490070	GENODEM1HFV	Volksbank Bad Oeynhausen-Herford eG	Bad Oeynhausen	Fiducia & GAD IT AG	BVR	hbci.gad.de	nicht unterstützt	3.0								ja		ja	ja				https://hbci-pintan.gad.de/cgi-bin/hbciservlet	FinTS V3.0	5/22/13
1663	50010060	PBNKDEFFXXX	Postbank	Frankfurt am Main	eigenes Rechenzentrum	BdB																		https://hbci.postbank.de/banking/hbci.do	FinTS V3.0	4/10/15
1664	50010517	INGDDEFFXXX	ING-DiBa	Frankfurt am Main	eigenes Rechenzentrum	BdB																		https://fints.ing-diba.de/fints/	FinTS V3.0	11/7/16
1665	50010700	DEGUDEFFXXX	Degussa Bank AG	Frankfurt	eigenes Rechenzentrum	BdB																		https://fints.degussa-bank.de	FinTS V3.0	4/30/15
1666	50020000	SEZDDEF1XXX	Sberbank Direct	Frankfurt	Fiducia & GAD IT AG	BVR	hbci.gad.de	nicht unterstützt	3.0								ja		ja	ja				https://hbci-pintan.gad.de/cgi-bin/hbciservlet	FinTS V3.0	6/30/15
1667	50020200	BHFBDEFF500	BHF-Bank AG	Frankfurt am Main	Bank-Verlag GmbH	BdB	hbciserver.bankverlag.de	nicht unterstützt	3.0		ja		ja		ja									https://www.bv-activebanking.de/hbciTunnel/hbciTransfer.jsp	FinTS V3.0	2/24/08
1668	50030100	HKBBDEF1FRA	HKB-Bank GmbH	Frankfurt am Main	Fiducia & GAD IT AG	BVR	hbci.gad.de	nicht unterstützt	3.0								ja		ja	ja				https://hbci-pintan.gad.de/cgi-bin/hbciservlet	FinTS V3.0	8/3/16
1669	50031000	TRODDEF1XXX	Triodos Bank Deutschland	Frankfurt am Main	Fiducia & GAD IT AG	BVR	hbci01.fiducia.de		3.0								ja		ja	ja				https://hbci11.fiducia.de/cgi-bin/hbciservlet	FinTS V3.0	12/18/09
1670	50033300	SCFBDE33XXX	Santander Bank	Frankfurt am Main	eigenes Rechenzentrum	BdB	sec.santanderbank.de	193.243.184.115	3.0		ja															2/26/14
1671	50040000	COBADEFFXXX	Commerzbank	Bad Vilbel	eigenes Rechenzentrum	BdB	hbci.commerzbank.de		3.0		ja	ja	ja		ja			ja	ja	ja						11/15/10
1672	50040000	COBADEFFXXX	Commerzbank	Frankfurt 	eigenes Rechenzentrum	BdB	hbci.commerzbank.de		3.0		ja	ja	ja		ja			ja	ja	ja						11/15/10
1673	50040000	COBADEFFXXX	Commerzbank	Bad Soden 	eigenes Rechenzentrum	BdB	hbci.commerzbank.de		3.0		ja	ja	ja		ja			ja	ja	ja						11/15/10
1674	50040000	COBADEFFXXX	Commerzbank	Bad Homburg 	eigenes Rechenzentrum	BdB	hbci.commerzbank.de		3.0		ja	ja	ja		ja			ja	ja	ja						11/15/10
1675	50040000	COBADEFFXXX	Commerzbank	Neu-Isenburg	eigenes Rechenzentrum	BdB	hbci.commerzbank.de		3.0		ja	ja	ja		ja			ja	ja	ja						11/15/10
1676	50040000	COBADEFFXXX	Commerzbank	Kelkheim 	eigenes Rechenzentrum	BdB	hbci.commerzbank.de		3.0		ja	ja	ja		ja			ja	ja	ja						11/15/10
1677	50040000	COBADEFFXXX	Commerzbank	Hofheim 	eigenes Rechenzentrum	BdB	hbci.commerzbank.de		3.0		ja	ja	ja		ja			ja	ja	ja						11/15/10
1678	50040000	COBADEFFXXX	Commerzbank	Oberursel	eigenes Rechenzentrum	BdB	hbci.commerzbank.de		3.0		ja	ja	ja		ja			ja	ja	ja						11/15/10
1679	50040000	COBADEFFXXX	Commerzbank	Dreieich	eigenes Rechenzentrum	BdB	hbci.commerzbank.de		3.0		ja	ja	ja		ja			ja	ja	ja						11/15/10
1680	50040000	COBADEFFXXX	Commerzbank	Rüsselsheim	eigenes Rechenzentrum	BdB	hbci.commerzbank.de		3.0		ja	ja	ja		ja			ja	ja	ja						11/15/10
1681	50040000	COBADEFFXXX	Commerzbank	Königstein 	eigenes Rechenzentrum	BdB	hbci.commerzbank.de		3.0		ja	ja	ja		ja			ja	ja	ja						11/15/10
1682	50040000	COBADEFFXXX	Commerzbank	Maintal	eigenes Rechenzentrum	BdB	hbci.commerzbank.de		3.0		ja	ja	ja		ja			ja	ja	ja						11/15/10
1683	50040000	COBADEFFXXX	Commerzbank	Eschborn	eigenes Rechenzentrum	BdB	hbci.commerzbank.de		3.0		ja	ja	ja		ja			ja	ja	ja						11/15/10
1684	50040000	COBADEFFXXX	Commerzbank	Idstein	eigenes Rechenzentrum	BdB	hbci.commerzbank.de		3.0		ja	ja	ja		ja			ja	ja	ja						11/15/10
1685	50040033	COBADEF1BRS	Commerzbank	Frankfurt 	eigenes Rechenzentrum	BdB	hbci.commerzbank.de		3.0		ja	ja	ja		ja			ja	ja	ja						11/15/10
1686	50050201	HELADEF1822	Frankfurter Sparkasse	Frankfurt am Main	Finanz Informatik GmbH & Co. KG	DSGV	banking-hs6.s-fints-pt-hs.de	nicht unterstützt	3.0	ja											ja			https://banking-hs6.s-fints-pt-hs.de/fints30	FinTS V3.0	7/9/16
1687	50050201	HELADEF1822	1822direkt (HBCI)	Frankfurt am Main	Finanz Informatik GmbH & Co. KG	DSGV	banking-hs6.s-fints-pt-hs.de	nicht unterstützt	3.0	ja											ja					10/16/15
1688	50050222	HELADEF1822	1822direkt (PIN/TAN)	Frankfurt am Main	Finanz Informatik GmbH & Co. KG	DSGV																		https://fints.1822direkt.com/fints/hbci	FinTS V3.0	7/9/16
1689	50060474	GENODEFFBRO	GENO Broker GmbH	Frankfurt am Main	Fiducia & GAD IT AG	BVR	hbci01.fiducia.de		3.0								ja		ja	ja				https://hbci11.fiducia.de/cgi-bin/hbciservlet	FinTS V3.0	2/18/16
1690	50061741	GENODE51OBU	Raiffeisenbank Oberursel	Oberursel (Taunus)	Fiducia & GAD IT AG	BVR	hbci01.fiducia.de		3.0								ja		ja	ja				https://hbci11.fiducia.de/cgi-bin/hbciservlet	FinTS V3.0	12/18/09
1691	50069126	GENODE51ABO	Raiffeisenbank Alzey-Land	Bornheim, Rheinhess	Fiducia & GAD IT AG	BVR	hbci01.fiducia.de		3.0								ja		ja	ja				https://hbci11.fiducia.de/cgi-bin/hbciservlet	FinTS V3.0	12/18/09
1692	50069146	GENODE51GRC	Volksbank eG Grebenhain	Grebenhain	Fiducia & GAD IT AG	BVR	hbci01.fiducia.de		3.0								ja		ja	ja				https://hbci11.fiducia.de/cgi-bin/hbciservlet	FinTS V3.0	11/10/18
1693	50069187	GENODE51EGE	Volksbank Egelsbach -alt-	Egelsbach, Hess	Fiducia & GAD IT AG	BVR	hbci01.fiducia.de		3.0								ja		ja	ja				https://hbci11.fiducia.de/cgi-bin/hbciservlet	FinTS V3.0	12/18/09
1694	50069241	GENODE51ERB	Raiffeisenkasse Erbes-Büdesheim und Umgebung	Erbes-Büdesheim	Fiducia & GAD IT AG	BVR	hbci01.fiducia.de		3.0								ja		ja	ja				https://hbci11.fiducia.de/cgi-bin/hbciservlet	FinTS V3.0	12/18/09
1695	50069345	GENODE51GWB	Raiffeisenbank	Grävenwiesbach	Fiducia & GAD IT AG	BVR	hbci01.fiducia.de		3.0								ja		ja	ja				https://hbci11.fiducia.de/cgi-bin/hbciservlet	FinTS V3.0	12/18/09
1696	50069455	GENODE51HUT	Hüttenberger Bank	Hüttenberg, Hess	Fiducia & GAD IT AG	BVR	hbci01.fiducia.de		3.0								ja		ja	ja				https://hbci11.fiducia.de/cgi-bin/hbciservlet	FinTS V3.0	12/18/09
1697	50069477	GENODE51KIF	Raiffeisenbank Kirtorf	Kirtorf	Fiducia & GAD IT AG	BVR	hbci01.fiducia.de		3.0								ja		ja	ja				https://hbci11.fiducia.de/cgi-bin/hbciservlet	FinTS V3.0	12/18/09
1698	50069693	GENODE51BH1	Raiffeisenbank Bad Homburg Ndl d FrankfurterVB	Bad Homburg v d Höhe	Fiducia & GAD IT AG	BVR	hbci01.fiducia.de		3.0								ja		ja	ja				https://hbci11.fiducia.de/cgi-bin/hbciservlet	FinTS V3.0	12/18/09
1699	50069976	GENODE51WWI	Volksbank Wißmar	Wettenberg, Hess	Fiducia & GAD IT AG	BVR	hbci01.fiducia.de		3.0								ja		ja	ja				https://hbci11.fiducia.de/cgi-bin/hbciservlet	FinTS V3.0	12/18/09
1700	50070010	DEUTDEFFXXX	Deutsche Bank Filiale	Frankfurt am Main	eigenes Rechenzentrum	BdB		193.150.167.7	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
1701	50070010	DEUTDEFFXXX	Deutsche Bank	Bad Homburg	eigenes Rechenzentrum	BdB		193.150.167.7	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
1702	50070010	DEUTDEFFXXX	Deutsche Bank	Kronberg im Taunus	eigenes Rechenzentrum	BdB		193.150.167.7	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
1703	50070010	DEUTDEFFXXX	Deutsche Bank	Königstein im Taunus	eigenes Rechenzentrum	BdB		193.150.167.7	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
1704	50070010	DEUTDEFFXXX	Deutsche Bank	Oberursel (Taunus)	eigenes Rechenzentrum	BdB		193.150.167.7	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
1705	50070010	DEUTDEFFXXX	Deutsche Bank	Friedberg (Hessen)	eigenes Rechenzentrum	BdB		193.150.167.7	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
1706	50070010	DEUTDEFFXXX	Deutsche Bank	Eschborn	eigenes Rechenzentrum	BdB		193.150.167.7	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
1707	50070010	DEUTDEFFXXX	Deutsche Bank	Hofheim am Taunus	eigenes Rechenzentrum	BdB		193.150.167.7	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
1708	50070024	DEUTDEDBFRA	Deutsche Bank Privat und Geschäftskunden	Frankfurt am Main	eigenes Rechenzentrum	BdB		193.150.167.8	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
1709	50070024	DEUTDEDBFRA	Deutsche Bank PGK Sulzbach-Main-Taunus-Zentrum	Sulzbach (Taunus)	eigenes Rechenzentrum	BdB		193.150.167.8	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
1710	50070024	DEUTDEDBFRA	Deutsche Bank Privat und Geschäftskunden	Bad Homburg	eigenes Rechenzentrum	BdB		193.150.167.8	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
1711	50070024	DEUTDEDBFRA	Deutsche Bank Privat und Geschäftskunden	Eschborn	eigenes Rechenzentrum	BdB		193.150.167.8	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
1712	50070024	DEUTDEDBFRA	Deutsche Bank Privat und Geschäftskunden	Friedberg (Hessen)	eigenes Rechenzentrum	BdB		193.150.167.8	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
1713	50070024	DEUTDEDBFRA	Deutsche Bank Privat und Geschäftskunden	Hofheim am Taunus	eigenes Rechenzentrum	BdB		193.150.167.8	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
1714	50070024	DEUTDEDBFRA	Deutsche Bank Privat und Geschäftskunden	Königstein im Taunus	eigenes Rechenzentrum	BdB		193.150.167.8	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
1715	50070024	DEUTDEDBFRA	Deutsche Bank Privat und Geschäftskunden	Kronberg im Taunus	eigenes Rechenzentrum	BdB		193.150.167.8	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
1716	50070024	DEUTDEDBFRA	Deutsche Bank Privat und Geschäftskunden	Oberursel (Taunus)	eigenes Rechenzentrum	BdB		193.150.167.8	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
1717	50073019	DEUTDEFF502	Deutsche Bank	Rüsselsheim am Main	eigenes Rechenzentrum	BdB		193.150.167.7	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
1718	50073019	DEUTDEFF502	Deutsche Bank	Raunheim	eigenes Rechenzentrum	BdB		193.150.167.7	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
1719	50073024	DEUTDEDB502	Deutsche Bank Privat und Geschäftskunden	Rüsselsheim am Main	eigenes Rechenzentrum	BdB		193.150.167.8	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
1720	50073024	DEUTDEDB502	Deutsche Bank Privat und Geschäftskunden	Raunheim	eigenes Rechenzentrum	BdB		193.150.167.8	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
1721	50090500	GENODEF1S12	Sparda-Bank Hessen eG	Frankfurt am Main	Sparda-Datenverarbeitung eG	BVR																		https://fints.bankingonline.de/fints/FinTs30PinTanHttpGate	FinTS V3.0	9/26/13
1722	50090900	GENODEF1P06	PSD Bank Hessen-Thüringen	Eschborn, Taunus	Fiducia & GAD IT AG	BVR																		https://hbci11.fiducia.de/cgi-bin/hbciservlet	FinTS V3.0	9/16/16
1723	50092100	GENODE51BH2	Spar- u Kreditbank ev-freikirchl Gemeinden	Bad Homburg v d Höhe	Fiducia & GAD IT AG	BVR	hbci01.fiducia.de		3.0								ja		ja	ja				https://hbci11.fiducia.de/cgi-bin/hbciservlet	FinTS V3.0	12/18/09
1724	50092200	GENODE51KEL	Volksbank Main-Taunus	Kelkheim (Taunus)	Fiducia & GAD IT AG	BVR	hbci01.fiducia.de		3.0								ja		ja	ja				https://hbci11.fiducia.de/cgi-bin/hbciservlet	FinTS V3.0	12/18/09
1725	50092900	GENODE51USI	Volksbank Usinger Land Ndl d Frankfurter VB	Usingen	Fiducia & GAD IT AG	BVR	hbci01.fiducia.de		3.0								ja		ja	ja				https://hbci11.fiducia.de/cgi-bin/hbciservlet	FinTS V3.0	12/18/09
1726	50093000	GENODE51RUS	Rüsselsheimer Volksbank	Rüsselsheim	Fiducia & GAD IT AG	BVR	hbci01.fiducia.de		3.0								ja		ja	ja				https://hbci11.fiducia.de/cgi-bin/hbciservlet	FinTS V3.0	12/18/09
1727	50093400	GENODE51KBH	Volksbank Kelsterbach Ndl d Frankfurter VB	Kelsterbach	Fiducia & GAD IT AG	BVR	hbci01.fiducia.de		3.0								ja		ja	ja				https://hbci11.fiducia.de/cgi-bin/hbciservlet	FinTS V3.0	12/18/09
1728	50110700	FBGADEF1XXX	Frankfurter Bankgesellschaft	Frankfurt am Main	Fiducia & GAD IT AG	BVR	hbci01.fiducia.de		3.0								ja		ja	ja				https://hbci11.fiducia.de/cgi-bin/hbciservlet	FinTS V3.0	12/18/09
1729	50120900	TVBADEFFXXX	VakifBank International Wien Zndl Frankfurt	Frankfurt am Main	Fiducia & GAD IT AG	BVR	hbci01.fiducia.de		3.0								ja		ja	ja				https://hbci11.fiducia.de/cgi-bin/hbciservlet	FinTS V3.0	12/18/09
1730	50123400	DOBADEF1XXX	VTB Bank AG	Frankfurt	Fiducia & GAD IT AG	BVR																		https://hbci-pintan.gad.de/cgi-bin/hbciservlet	FinTS V3.0	5/22/13
1731	50130400	MEFIDEMM501	Merck Finck & Co.	Frankfurt	Bank-Verlag GmbH	BdB	hbciserver.bankverlag.de	nicht unterstützt	3.0		ja		ja		ja									https://www.bv-activebanking.de/hbciTunnel/hbciTransfer.jsp	FinTS V3.0	10/8/10
1732	50190000	FFVBDEFFXXX	Frankfurter Volksbank eG	Frankfurt am Main	Fiducia & GAD IT AG	BVR	hbci01.fiducia.de		3.0								ja		ja	ja				https://hbci11.fiducia.de/cgi-bin/hbciservlet	FinTS V3.0	10/20/18
1733	50220900	HAUKDEFFXXX	Hauck & Aufhäuser Privatbankiers	München	Bank-Verlag GmbH	BdB	hbciserver.bankverlag.de	nicht unterstützt	3.0		ja		ja		ja											
1734	50230600	ISBKDEFXXXX	Isbank AG	Frankfurt am Main	Bank-Verlag	BdB			3.0															https://www.bv-activebanking.de/hbciTunnel/hbciTransfer.jsp	FinTS V3.0	10/1/18
1735	50320191	HYVEDEMM430	UniCredit Bank - HypoVereinsbank AG	Frankfurt am Main	eigenes Rechenzentrum	BdB	hbci.hypovereinsbank.de		3.0		ja		ja		ja				ja	ja		ja	ja	https://hbci-01.hypovereinsbank.de/bank/hbci	FinTS V3.0	8/21/15
1736	50320191	HYVEDEMM430	UniCredit Bank - HypoVereinsbank AG	Hanau	eigenes Rechenzentrum	BdB	hbci.hypovereinsbank.de		3.0		ja		ja		ja				ja	ja		ja	ja	https://hbci-01.hypovereinsbank.de/bank/hbci	FinTS V3.0	8/21/15
1737	50320191	HYVEDEMM430	UniCredit Bank - HypoVereinsbank AG	Bad Homburg v d Höhe	eigenes Rechenzentrum	BdB	hbci.hypovereinsbank.de		3.0		ja		ja		ja				ja	ja		ja	ja	https://hbci-01.hypovereinsbank.de/bank/hbci	FinTS V3.0	8/21/15
1738	50520190	HYVEDEMM467	UniCredit Bank - HypoVereinsbank AG	Offenbach am Main	eigenes Rechenzentrum	BdB	hbci.hypovereinsbank.de		3.0		ja		ja		ja				ja	ja		ja	ja	https://hbci-01.hypovereinsbank.de/bank/hbci	FinTS V3.0	8/21/15
1739	50520190	HYVEDEMM467	UniCredit Bank - HypoVereinsbank AG	Rodgau	eigenes Rechenzentrum	BdB	hbci.hypovereinsbank.de		3.0		ja		ja		ja				ja	ja		ja	ja	https://hbci-01.hypovereinsbank.de/bank/hbci	FinTS V3.0	8/21/15
1740	50530000	GENODE51CRO	Cronbank	Dreieich	Fiducia & GAD IT AG	BVR	hbci01.fiducia.de		3.0								ja		ja	ja				https://hbci11.fiducia.de/cgi-bin/hbciservlet	FinTS V3.0	12/18/09
1741	50540028	COBADEFFXXX	Commerzbank	Offenbach 	eigenes Rechenzentrum	BdB	hbci.commerzbank.de		3.0		ja	ja	ja		ja			ja	ja	ja						11/15/10
1742	50540028	COBADEFFXXX	Commerzbank	Obertshausen	eigenes Rechenzentrum	BdB	hbci.commerzbank.de		3.0		ja	ja	ja		ja			ja	ja	ja						11/15/10
1743	50540028	COBADEFFXXX	Commerzbank	Mühlheim 	eigenes Rechenzentrum	BdB	hbci.commerzbank.de		3.0		ja	ja	ja		ja			ja	ja	ja						11/15/10
1744	50550020	HELADEF1OFF	Sparkasse Offenbach	Offenbach	Finanz Informatik GmbH & Co. KG	DSGV	banking-hs3.s-fints-pt-hs.de	nicht unterstützt	3.0	ja											ja			https://banking-hs3.s-fints-pt-hs.de/fints30	FinTS V3.0	7/9/16
1745	50560102	GENODE51OF2	Raiffeisenbank Offenbach/M.-Bieber	Offenbach am Main	Fiducia & GAD IT AG	BVR	hbci01.fiducia.de		3.0								ja		ja	ja				https://hbci11.fiducia.de/cgi-bin/hbciservlet	FinTS V3.0	12/18/09
1746	50570018	DEUTDEFF550	Deutsche Bank	Offenbach am Main	eigenes Rechenzentrum	BdB		193.150.167.7	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
1747	50570018	DEUTDEFF550	Deutsche Bank	Neu-Isenburg	eigenes Rechenzentrum	BdB		193.150.167.7	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
1748	50570018	DEUTDEFF550	Deutsche Bank	Obertshausen	eigenes Rechenzentrum	BdB		193.150.167.7	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
1749	50570018	DEUTDEFF550	Deutsche Bank	Heusenstamm	eigenes Rechenzentrum	BdB		193.150.167.7	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
1750	50570018	DEUTDEFF550	Deutsche Bank	Mühlheim am Main	eigenes Rechenzentrum	BdB		193.150.167.7	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
1751	50570018	DEUTDEFF550	Deutsche Bank	Dreieich	eigenes Rechenzentrum	BdB		193.150.167.7	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
1752	50570018	DEUTDEFF550	Deutsche Bank	Dietzenbach	eigenes Rechenzentrum	BdB		193.150.167.7	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
1753	50570018	DEUTDEFF550	Deutsche Bank	Langen (Hessen)	eigenes Rechenzentrum	BdB		193.150.167.7	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
1754	50570018	DEUTDEFF550	Deutsche Bank	Rodgau	eigenes Rechenzentrum	BdB		193.150.167.7	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
1755	50570024	DEUTDEDB525	Deutsche Bank Privat und Geschäftskunden	Offenbach am Main	eigenes Rechenzentrum	BdB		193.150.167.8	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
